english,polish
finishing,wykończeniowy
products,produkty
im,Jestem
wu,Wu
invasion,inwazja
affection,sympatia
woody,drzewiasty
endless,nieskończony
discipline,dyscyplina
horns,Rogi
absence,brak
waking,budzenie się
dudes,kolesie
philosophy,filozofia
cracked,pęknięty
nicholas,Mikołaj
reed,trzcina
verdict,werdykt
drake,kaczor
connections,znajomości
privilege,przywilej
anyhow,w każdym razie
scent,zapach
naive,naiwny
daylight,światło dzienne
controls,sterownica
airplane,samolot
values,wartości
jolly,wesoły
swore,przysięgło
blaring,Burning
consent,zgoda
puzzle,puzzle
disagree,nie zgadzać się
argh,argh
winds,wiatry
vanished,zniknął
wizard,czarodziej
ranger,leśniczy
celebrity,sława
sniffles,Wąchanie
stores,sklepy
aha,Aha
intentions,intencje
plague,plaga
farmers,rolnicy
breeze,Bryza
rascal,szelma
convenient,wygodny
bonus,premia
dong,buc
hush,Cicho
instinct,instynkt
entitled,zatytułowany
porter,porter
maurice,Maurice
wrist,nadgarstek
originally,pierwotnie
coins,Monety
drain,odpływ
physics,fizyka
phoebe,Phoebe
furious,wściekły
sniffs,Wąchanie
vampires,wampiry
defending,obrona
sector,sektor
income,dochód
finn,Fin
offended,urażony
decides,decyduje
laser,laser
fled,uciekł
beers,piwo
boxing,boks
accurate,dokładny
kung,Kung
snakes,Węże
thumb,kciuk
bald,łysy
sharon,Sharon
suspicion,podejrzenie
convicted,skazany
roots,korzenie
shares,Akcje
bernard,Bernard
jessie,Jessie
wang,Wang
harrison,Harrison
blues,blues
confusing,mylące
lobby,lobby
recipe,Przepis
las,las
winston,Winston
generally,ogólnie
seeking,poszukiwanie
secretly,potajemnie
declare,ogłosić
freaked,pstry
missile,pocisk
ensure,zapewnić
tricky,zdradliwy
pointed,spiczasty
hockey,hokej
bubble,bańka
contacts,Łączność
maximum,maksymalny
reminded,Przypomniane
carriage,przewóz
curtain,kurtyna
clues,wskazówki
hostages,zakładnicy
circles,Kręgi
author,autor
wallace,Wallace
receiving,otrzymujący
debts,długi
cellar,piwnica
tortured,torturowane
tips,porady
mates,koledzy
mortal,śmiertelny
reporters,reporterzy
associate,współpracownik
honesty,uczciwość
laptop,laptop
jung,Jung
katherine,Katherine
rainbow,tęcza
seed,nasionko
mature,dojrzały
deed,czyn
kay,Kay
expenses,wydatki
discussing,omawianie
pirate,pirat
meals,posiłki
performing,działający
remained,pozostał
prostitute,prostytutka
adams,Adams
retirement,emerytura
platform,Platforma
claus,Claus
erica,Erica
beds,Łóżka
writes,pisze
illusion,iluzja
mill,młyn
dealt,Zadawszy
hears,słyszy
tryin,próbuj
manhattan,Manhattan
mole,kret
rang,Dzwon
prosecution,oskarżenie
fatal,fatalny
copper,miedź
troubled,zmartwiony
heir,dziedzic
traces,ślady
owners,właściciele
length,długość
dentist,dentysta
zach,Zach
lesbian,lesbijka
enterprise,przedsiębiorstwo
tournament,Turniej
travelling,podróżny
confessed,wyznał
roast,piec
website,stronie internetowej
ja,Ja
mikey,Mikey
flood,powódź
harbor,port
lola,Lola
rory,Rory
richie,Richie
mansion,rezydencja
mademoiselle,Mademoiselle
auction,Aukcja
desires,pragnienia
bachelor,kawaler
haunted,nawiedzany
distracted,rozproszony
smashed,Rozbity
rodney,Rodney
scheduled,zaplanowany
negotiate,negocjować
champ,mistrz
allows,pozwala
shotgun,strzelba
nigger,czarnuch
cocktail,koktajl
donkey,osioł
pointing,wskazywanie
butler,lokaj
dizzy,oszołomiony
methods,metody
reference,odniesienie
georgia,Gruzja
bully,znęcać się
lydia,Lydia
collapse,upadek
alfred,Alfred
ana,ana
minimum,minimum
chairs,krzesła
hee,hee
patty,pierożek
owes,jest winien
included,w zestawie
carmen,Carmen
civilization,cywilizacja
prices,ceny
wealthy,bogaty
bart,Bart
depression,depresja
tide,fala
rented,wynajęty
bra,biustonosz
lin,Lin
fellows,Fellows
rot,gnić
password,hasło
th,th
kirk,kościół
pedro,Pedro
spill,rozlanie
cured,leczony
naomi,Naomi
hardest,najtrudniejsze
deceased,zmarły
sleepy,senny
static,statyczny
hawaii,Hawaje
almighty,wszechmocny
murray,Murray
offers,oferuje
bruno,Bruno
phrase,wyrażenie
disgrace,hańba
sources,źródła
approval,aprobata
turtles,żółwie
screech,pisk
snack,przekąska
collected,Zebrane
ding,ding
fur,futro
jewels,klejnoty
jan,Jan
cheek,policzek
legally,prawnie
ditch,rów
benefits,korzyści
roars,wydzieranie się
arnold,Arnold
dime,moneta dziesięciocentowa
domestic,domowy
chuckle,chichot
hack,włamać się
ransom,okup
chang,Chang
bore,nudziarz
muslim,muzułmański
loads,masa
waitress,kelnerka
nurses,pielęgniarki
glenn,Glenn
spite,uraza
rebel,Buntownik
clearing,clearing
andre,Andre
fortunate,szczęśliwy
survivors,Ocaleni
reply,Odpowiadać
disappoint,zawieść
orbit,orbita
expose,ujawnić
gin,Gin
austin,Austin
toe,palec u nogi
sympathy,współczucie
intel,Intel
growth,wzrost
psychiatrist,psychiatra
m.,m.
slams,Slams
encounter,spotkanie
daphne,Daphne
passenger,pasażer
monkeys,małpy
accompany,towarzyszyć
hats,Czapki
column,kolumna
sigh,westchnienie
pounding,łomotanie
economic,gospodarczy
tales,opowieści
theirs,ich
brat,bachor
follows,następuje
spreading,rozpościerający się
sister-in-law,szwagierka
burt,Burt
hilarious,zabawny
hallway,korytarz
hamilton,Hamilton
the-,czas
exclusive,Ekskluzywny
chimes,Chimes
greet,powitać
decades,dziesięciolecia
bowling,kręgle
buttons,guziki
confusion,dezorientacja
thud,walić
hooker,prostytutka
ruining,rujnowanie
dreadful,straszny
collecting,zbieranie
lions,osobliwości miasta
sheila,Sheila
douglas,Douglas
february,luty
elvis,Elvis
forty,czterdzieści
sleeps,śpi
sung,zaśpiewany
brass,mosiądz
shrink,kurczyć
zack,Zack
whimpers,skomle
sworn,przysięgły
email,e-mail
proven,udowodniony
tasty,smaczny
covers,okładki
sandwiches,kanapki
rarely,rzadko
wyatt,Wyatt
programme,program
irene,Irene
dee,Dee
contacted,skontaktowano się
chemistry,chemia
assured,zapewniony
applied,stosowany
elected,wybrany
subjects,badani
lust,żądza
label,etykieta
shakespeare,Szekspir
tan,dębnik
ego,ego
forgiven,wybaczony
phoenix,feniks
companion,towarzysz
lottery,loteria
worm,robak
publicity,reklama
butterfly,motyl
dialogue,dialog
cal,cal
2nd,2
tremendous,ogromny
pervert,zboczeniec
establish,tworzyć
dearest,Najdroższy
intimate,intymny
eager,chętny
se,se
cathy,Cathy
atlantic,atlantycki
contains,zawiera
thompson,Thompson
shirley,Shirley
bets,zakłady
inhales,Wdychania
presentation,prezentacja
allergic,uczulony
den,legowisko
wells,Wells
spoiled,rozpieszczony
chen,Chen
accomplished,znakomity
repay,odwdzięczyć się
politicians,Politycy
logic,logika
gratitude,wdzięczność
afghanistan,Afganistan
exception,wyjątek
ultimately,ostatecznie
pablo,Pablo
compromise,kompromis
majority,większość
journal,dziennik
signals,sygnały
bent,zgięty
dock,dok
meg,Meg
essential,niezbędny
campbell,Campbell
climate,klimat
experiments,eksperymenty
ink,atrament
magazines,czasopisma
rivers,rzeki
teresa,Teresa
administration,administracja
passionate,namiętny
precise,dokładny
lawn,trawnik
via,przez
jeans,spodnie jeansowe
murmuring,szemranie
resort,Ośrodek wczasowy
announced,ogłoszony
buddha,Budda
fries,frytki
capacity,Pojemność
lena,Lena
opponent,przeciwnik
chains,więzy
minus,minus
caitlyn,Caitlyn
apples,jabłka
angie,Angie
seattle,Seattle
aww,Aww
instrument,instrument
healing,gojenie : zdrowienie
convention,Konwencja
messenger,posłaniec
explore,badać
sonia,Sonia
versus,przeciw
survivor,niedobitek
ruled,rządził
boyd,Boyd
clarence,Clarence
madison,Madison
cough,kaszel
experts,eksperci
disguise,przebranie
archer,łucznik
bicycle,rower
noises,dźwięki
inviting,atrakcyjny
pregnancy,ciąża
declared,zdeklarowany
yi,yi
vicky,Vicky
drums,bębny
wooden,z drewna
innocence,niewinność
mouths,usta
bees,pszczoły
creaking,skrzypiący
cloth,płótno
sasha,Sasha
unh,Unh
skies,niebo
painter,malarz
allies,sojusznicy
miguel,Miguel
pond,oczko wodne
runway,pas startowy
robbie,Robbie
assist,wspierać
lana,Lana
presented,przedstawione
mona,Mona
sickness,choroba
civilian,cywil
fighters,bojownicy
facebook,Facebook
customs,zwyczaje
florence,Florencja
remembers,Pamięta
sharks,Rekiny
juliet,Julia
shrimp,Krewetka
tore,podrywaj
seventh,siódmy
ou,ou
avoiding,unikanie
dawson,Dawson
isaac,Izaak
rolled,ROLAND
championship,mistrzostwo
household,gospodarstwo domowe
float,platforma
chad,Chad
ballet,balet
cracking,Pękanie
raj,Raj
possessed,opętany
harmless,niegroźny
curiosity,ciekawość
vicious,podstępny
officials,urzędnicy
glove,rękawica
nearest,najbliższy
manny,Manny
begged,błagał
que,Que
withdraw,wycofać
shocking,wstrząsający
guessed,domyślam się
nightmares,koszmary
greedy,chciwy
forehead,czoło
corps,korpus
pirates,piraci
rudy,Rudy
reservation,rezerwacja
hunters,Łowcy
fog,mgła
flu,grypa
good-looking,przystojny
hint,wskazówka
peanut,arachid
stark,sztywny
gamble,hazard
erin,Erin
autumn,jesień
bracelet,bransoletka
contain,zawierać
arrogant,arogancki
simpson,Simpson
piper,dudziarz
knocks,pukanie
sperm,sperma
gesture,gest
materials,materiały
lindsay,Lindsay
alexis,Alexis
ticking,tykanie
standards,standardy
ribs,żebra
receipt,paragon fiskalny
regards,pozdrowienia
whatsoever,cokolwiek
homeland,ojczyzna
leap,skok
targets,cele
snoring,chrapanie
damon,Damon
leaf,liść
jar,słoik
brooke,Brooke
proposed,zaproponowane
savage,okrutny
caring,"opiekuńczy, troskliwy"
ivy,bluszcz
approximately,około
d.,d.
kidnap,porwać kogoś
carries,przewozi
bounce,odbić
creek,zatoczka
pony,kucyk
cleaner,odkurzacz
businessman,biznesmen
ha-ha,ha ha
lunatic,wariat
unlikely,mało prawdopodobny
gal,gal
situations,sytuacje
colony,kolonia
sells,sprzedaje
choi,Choi
chambers,kancelaria
volume,tom
sweets,słodycze
panties,majtki
respects,wyrazy szacunku
reads,czyta
seeds,posiew
engage,angażować się
explosives,materiały wybuchowe
stewart,Stewart
violet,fioletowy
mutual,wzajemne
lighting,oświetlenie
scores,Wyniki
lenny,Lenny
savings,oszczędności
beware,strzec się
stephanie,Stephanie
educated,wykształcony
complaints,uskarżanie się
cassie,Cassie
doomed,stracony
offensive,ofensywa
harvest,zbiór
qualified,wykwalifikowany
relaxed,zrelaksowany
cape,peleryna
buffalo,bawół
triple,potroić
fireworks,fajerwerki
palmer,pielgrzym z ziemi świętej
armor,zbroja
poverty,ubóstwo
leadership,przywództwo
rode,jechał
ambition,ambicja
cakes,ciastka
trousers,spodnie
bean,fasola
melt,stopić
racist,rasistowski
bam,Bam
ankle,kostka
occupied,zajęty
nicer,ładniejszy
correctly,prawidłowo
terrifying,przerażający
hugh,Hugh
gasp,łapanie tchu
villain,złoczyńca
willy,Willy
marc,Marc
draft,projekt
factor,czynnik
whew,Uff
countess,hrabina
portrait,portret
suggests,wskazuje
font,czcionka
blair,Blair
learnt,nauczyli
pencil,ołówek
coordinates,współrzędne
collapsed,załamał się
reserve,rezerwa
jeffrey,Jeffrey
shirts,koszule
umbrella,parasol
stevie,Stevie
ta,ta
traveled,podróżował
auto,automatyczny
logical,logiczny
chew,żuć
eliminate,wyeliminować
beverly,Beverly
carbon,węgiel
cancelled,anulowany
crawling,Czołganie się
stepping,Krok
independence,niezależność
medium,średni
canceled,anulowany
tess,Tess
fanny,dupa
seated,siedzący
upbeat,optymistyczny
asian,Azjatka
drowning,utonięcie
messy,niechlujny
quest,poszukiwanie
represents,reprezentuje
fletcher,Fletcher
memorial,memoriał
doyle,Doyle
stressed,akcentowany
bearing,łożysko
watches,zegarki
spoon,łyżka
cooperation,współpraca
tucker,wielkie żarcie
earthquake,trzęsienie ziemi
sailing,Żeglarstwo
involve,zaangażować
houston,Houston
asia,Azja
spectacular,spektakularny
reliable,wiarygodny
it-,to-
breach,naruszenie
sophisticated,wyrafinowany
echo,Echo
indicate,wskazać
swamp,bagno
vehicles,pojazdy
manual,podręcznik
elegant,elegancki
compound,mieszanina
serves,służy
scares,przeraża
rattling,porywisty
pursue,realizować
dreamt,marzyłem
stefan,Stefan
revolutionary,rewolucyjny
wa,wa
rig,takielunek
convincing,przekonywający
fiona,Fiona
tribal,plemienny
cleveland,Cleveland
lex,Lex
depth,głębokość
blaming,obwinianie
aids,AIDS
elaine,Elaine
wakes,budzi się
occur,zdarzać się
1st,1st
camping,kemping
fart,pierdnięcie
stamp,pieczęć
kathy,Kathy
assassin,morderca
approved,zatwierdzony
crucial,kluczowy
annual,coroczny
torch,latarka
dallas,Dallas
fulfill,spełnić
bon,Bon
resting,spoczynkowy
reunion,zjazd
witnessed,poświadczony
graduated,ukończył
sub,pod
howling,wyjący
clyde,Clyde
hospitals,szpitale
stall,stoisko
legacy,dziedzictwo
otto,Otto
riot,zamieszki
shops,sklepy
whereabouts,miejsce pobytu
teenager,nastolatek
samuel,Samuel
squealing,piszczenie
mines,kopalnie
danced,tańczył
crowded,zatłoczony
orleans,Orlean
literature,literatura
3rd,3
morgue,kostnica
strongest,najsilniejszy
agnes,Agnieszka
transmission,przenoszenie
20th,20.
panel,płyta
sole,podeszwa
sequence,sekwencja
sexually,seksualnie
o.k.,ok.
georgie,Georgie
hugo,Hugo
denny,Denny
smack,uderzyć
congratulate,pogratulować
anxiety,lęk
choking,Dławianie
tolerate,tolerować
mode,tryb
communications,komunikacja
welfare,zasiłek
dice,kostka do gry
orphan,sierota
locks,zamki
settlement,osada
advertising,reklama
uniforms,mundury
mcgee,McGee
devoted,oddany
shoots,Shoots
principles,zasady
circuit,okrążenie
nickname,przezwisko
dot,kropka
elderman,Starszy
scenario,scenariusz
choir,chór
stunt,popis kaskaderski
smoked,wędzony
isolated,odosobniony
equally,na równi
statements,sprawozdania
gil,Gil
shaw,Shaw
lipstick,pomadka
courtesy,kurtuazja
hobby,hobby
hesitate,wahać się
hatch,właz
luis,Luis
sylvia,Sylvia
phoned,zadzwonił
experiences,doświadczenie
popped,Wpadło
quid,funt szterling
fragile,kruchy
husbands,mężowie
fiction,fikcja
persuade,namówić
pastor,pastor
dolls,lalki
pose,poza
ji,Ji
ming,Ming
rupees,Rupii
tricked,oszukane
ruins,gruzy
sadly,Niestety
owed,winni
importantly,Co ważne
louie,Louie
industrial,przemysłowy
musician,muzyk
labour,praca
evolution,ewolucja
salute,salut
ba,Ba
cent,cent
bartender,barman
calendar,kalendarz
hal,Hal
miracles,Cuda
balcony,balkon
horny,seksualnie podniecony
regard,szacunek
valerie,Valerie
fold,zginać
organs,narządy
nigel,Nigel
theo,Theo
einstein,Einstein
boris,Boris
suitable,odpowiedni
inaudible,niesłyszalny
son-in-law,zięć
melody,melodia
phillip,Phillip
movements,ruchy
differences,różnice
barbecue,grill
trading,handlowy
strongly,silnie
fluid,płyn
scholarship,stypendium
translation,tłumaczenie
cricket,krykiet
shuttle,czółenko
moans,jęczy
quicker,szybciej
picks,typy
murderers,mordercy
videos,filmy
initial,Inicjał
perimeter,obwód
questioned,zapytane
yea,tak 
cousins,kuzyni
divided,podzielony
linked,połączony
laboratory,laboratorium
but,ale
crab,Krab
pulls,ciągnie
landlord,gospodarz
reggie,Reggie
hostile,wrogi
classified,sklasyfikowany
cultural,kulturalny
measures,środki
update,aktualizacja
cottage,domek
backyard,podwórko
amateur,amator
chopper,siekacz
rash,wysypka
despair,rozpacz
honorable,honorowy
shiny,błyszczący
hawk,jastrząb
shorts,spodenki
ni,ni
representative,przedstawiciel
wong,Wong
pouring,zsyp
distress,rozpacz
tanner,garbarz
telegram,telegram
pimp,sutener
dip,zanurzać
trophy,trofeum
marilyn,Marilyn
hallelujah,Alleluja
neal,Neal
es,es
howdy,Howdy
misses,Misses
flush,spłukać
magician,magik
dynamite,dynamit
cuba,Kuba
conquer,podbić
unpleasant,nieprzyjemny
jealousy,zazdrość
regrets,żal
lifted,wzniesiony
increased,zwiększony
toxic,toksyczny
broadway,Broadway
sakes,Sakes
pudding,pudding
rally,Rajd
needing,potrzeba
bloom,kwiat
corporation,Korporacja
buys,Kupuje
disorder,nieład
interrupting,przerywanie
sadness,smutek
needn,Needn
cease,przerwać
barnes,Barnes
scoundrel,łajdak
sensible,rozsądny
evans,Evans
specialist,specjalista
dragging,włóka
bribe,przekupić
burke,Burke
bothers,Badania
interrogation,przesłuchanie
prescription,recepta
referring,odsyłając
knives,noże
graduation,ukończenie szkoły
t-shirt,podkoszulek
liking,gust
bubbles,bąbelki
grid,krata
haircut,ostrzyżenie
regardless,bez względu
lodge,wigwam
poisoning,zatrucie
feathers,pióra
edgar,Edgar
software,oprogramowanie
marina,przystań
sophia,Sophia
queens,Queens
oak,dąb
trips,wycieczki
scaring,przestraszenie
avery,Avery
awhile,chwila
sofa,sofa
conscious,świadomy
swords,Miecze
instincts,Instynkt
deliberately,celowo
starve,głodować
j.,j.
venus,Wenus
olive,Oliwa
maniac,maniak
psychological,psychologiczny
robinson,Robinson
soo,Soo
belle,piękność
landscape,krajobraz
straw,słoma
dam,zapora
mandy,Mandy
sayin,Sayin
accuse,oskarżać
is-,jest-
rehab,rehabilitacja
switzerland,Szwajcaria
agenda,porządek obrad
glue,klej
salesman,sprzedawca
diner,tania restauracja
projects,projektowanie
floors,Podłogi
mainly,głównie
biological,biologiczny
sincere,szczery
weigh,ważyć
pad,Podkładka
swiss,szwajcarski
cue,replika
witches,Czarownice
opposed,przeciwny
brand-new,Całkiem nowy
tourists,turyści
sneaking,Krgacie
harvard,Harvard
spying,szpiegowanie
sketch,naszkicować
parliament,parlament
behold,ujrzeć
blamed,obwiniony
topic,temat
offices,biura
sacrificed,poświęcony
loop,pętla
drivers,kierowcy
battles,bitwy
blond,blond
plead,błagać
races,wyścigi
tanya,Tanya
salmon,łosoś
bizarre,dziwaczny
rico,Rico
isabel,brunatnożółty
wig,peruka
reaches,osiąga
heights,Wzgórza
i-i-i,i-i-i
possibilities,możliwości
wax,wosk
travels,Podróże
confidential,poufny
pursuit,pościg
herd,stado
scissors,nożyce
cd,płyta CD
spies,szpiedzy
exams,egzaminy
invention,wynalazek
explaining,wyjaśnianie
replacement,zastąpienie
bombing,bombardowanie
erik,Erik
springs,sprężyny
chelsea,Chelsea
sabrina,Sabrina
kicks,kopnięcia
integrity,uczciwość
dash,kropla
jae,Jae
senate,senat
mentally,umysłowo
flee,uciec
gangster,gangster
beautifully,estetycznie
roberts,Roberts
slim,szczupły
choosing,Wybór
promising,obiecujący
objective,cel
joyce,Joyce
altogether,całkowicie
attract,pociągać
ernie,Ernie
melanie,Melanie
prep,prep
neighbours,sąsiedzi
nailed,przybity
briefcase,aktówka
buzzer,brzęczyk
quitting,rezygnacja
puppet,marionetka
restore,przywrócić
dozens,Dziesiątki
betting,zakłady
pancakes,naleśniki
corridor,korytarz
embarrass,zawstydzić
visits,Odwiedziny
database,Baza danych
cheryl,Cheryl
achieved,osiągnięte
sucking,przy piersi
encourage,zachęcać
grades,klas
gps,GPS
barks,szczeka
patterns,Wzory
relevant,istotnych
mafia,mafia
hudson,Hudson
expense,koszt
intact,nienaruszony
occasionally,sporadycznie
kiddo,Brzdąc
heartbeat,bicie serca
identical,identyczny
cigar,cygaro
billions,miliardy
alec,Alec
gained,zyskał
venice,Wenecja
classical,klasyczny
noodles,makaron
consistent,spójny
clip,spinacz
resign,rezygnować
insects,owady
failing,w braku
organic,organiczny
seize,chwycić
charging,ładowanie
mug,kubek
iris,irys
crow,wrona
ella,Ella
fountain,fontanna
observation,obserwacja
abortion,poronienie
railroad,popędzać
straighten,wyprostować
legitimate,prawowity
sting,Żądło
youngest,najmłodszy
fork,widelec
du,du
flynn,Flynn
ciao,cześć
coroner,koroner
jonas,Jonas
marching,maszerowanie
touches,Dotknięci
jade,jadeit
